iter	Passed	Remaining
1104	2404	859
1105	2406	857
1106	2408	854
1107	2409	852
1108	2412	850
1109	2414	848
1110	2416	845
1111	2418	843
1112	2420	841
1113	2422	839
1114	2424	837
1115	2426	835
1116	2428	832
1117	2430	830
1118	2432	828
1119	2434	826
1120	2436	823
1121	2438	821
1122	2441	819
1123	2442	817
1124	2444	814
1125	2446	812
1126	2448	810
1127	2450	808
1128	2452	805
1129	2454	803
1130	2457	801
1131	2459	799
1132	2461	797
1133	2463	795
1134	2465	792
1135	2467	790
1136	2470	788
1137	2472	786
1138	2474	784
1139	2476	782
1140	2479	780
1141	2481	777
1142	2483	775
1143	2485	773
1144	2487	771
1145	2490	769
1146	2491	766
1147	2494	764
1148	2496	762
1149	2498	760
1150	2500	758
1151	2502	756
1152	2504	753
1153	2506	751
1154	2509	749
1155	2511	747
1156	2514	745
1157	2516	743
1158	2518	741
1159	2520	738
1160	2522	736
1161	2524	734
1162	2526	731
1163	2528	729
1164	2530	727
1165	2533	725
1166	2535	723
1167	2536	721
1168	2539	718
1169	2541	716
1170	2544	714
1171	2547	712
1172	2549	710
1173	2552	708
1174	2554	706
1175	2557	704
1176	2560	702
1177	2562	700
1178	2564	698
1179	2566	696
1180	2569	694
1181	2572	692
1182	2575	690
1183	2579	688
1184	2581	686
1185	2584	684
1186	2586	682
1187	2588	679
1188	2590	677
1189	2593	675
1190	2595	673
1191	2598	671
1192	2601	669
1193	2604	667
1194	2606	665
1195	2608	663
1196	2611	661
1197	2613	658
1198	2615	656
1199	2618	654
1200	2621	652
1201	2623	650
1202	2626	648
1203	2629	646
1204	2631	644
1205	2633	641
1206	2635	639
1207	2637	637
1208	2639	635
1209	2642	633
1210	2644	631
1211	2646	628
1212	2648	626
1213	2651	624
1214	2653	622
1215	2655	620
1216	2658	618
1217	2660	616
1218	2662	613
1219	2664	611
1220	2667	609
1221	2670	607
1222	2672	605
1223	2674	603
1224	2677	601
1225	2679	598
1226	2681	596
1227	2683	594
1228	2686	592
1229	2688	590
1230	2690	587
1231	2693	585
1232	2695	583
1233	2699	581
1234	2701	579
1235	2703	577
1236	2705	575
1237	2708	573
1238	2710	570
1239	2712	568
1240	2714	566
1241	2717	564
1242	2719	562
1243	2722	560
1244	2724	558
1245	2726	555
1246	2728	553
1247	2730	551
1248	2733	549
1249	2735	547
1250	2737	544
1251	2739	542
1252	2741	540
1253	2743	538
1254	2746	536
1255	2747	533
1256	2749	531
1257	2751	529
1258	2753	527
1259	2756	525
1260	2759	522
1261	2761	520
1262	2763	518
1263	2765	516
1264	2767	514
1265	2769	511
1266	2771	509
1267	2773	507
1268	2776	505
1269	2779	503
1270	2781	501
1271	2783	498
1272	2785	496
1273	2788	494
1274	2790	492
1275	2793	490
1276	2795	488
1277	2798	486
1278	2801	484
1279	2804	481
1280	2806	479
1281	2808	477
1282	2811	475
1283	2813	473
1284	2815	471
1285	2817	468
1286	2819	466
1287	2822	464
1288	2824	462
1289	2827	460
1290	2829	458
1291	2832	456
1292	2835	453
1293	2837	451
1294	2840	449
1295	2842	447
1296	2844	445
1297	2847	443
1298	2849	440
1299	2852	438
1300	2855	436
1301	2858	434
1302	2860	432
1303	2862	430
1304	2864	428
1305	2866	425
1306	2868	423
1307	2872	421
1308	2877	419
1309	2880	417
1310	2883	415
1311	2885	413
1312	2889	411
1313	2892	409
1314	2894	407
1315	2896	405
1316	2899	402
1317	2901	400
1318	2903	398
1319	2905	396
1320	2907	394
1321	2910	391
1322	2912	389
1323	2914	387
1324	2916	385
1325	2919	383
1326	2921	380
1327	2924	378
1328	2926	376
1329	2928	374
1330	2931	372
1331	2933	369
1332	2936	367
1333	2939	365
1334	2941	363
1335	2943	361
1336	2946	359
1337	2949	357
1338	2952	355
1339	2955	352
1340	2957	350
1341	2959	348
1342	2962	346
1343	2964	344
1344	2966	341
1345	2968	339
1346	2971	337
1347	2973	335
1348	2976	333
1349	2978	330
1350	2980	328
1351	2983	326
1352	2985	324
1353	2988	322
1354	2990	319
1355	2992	317
1356	2995	315
1357	2997	313
1358	2999	311
1359	3001	308
1360	3004	306
1361	3006	304
1362	3008	302
1363	3010	300
1364	3012	297
1365	3015	295
1366	3017	293
1367	3019	291
1368	3021	289
1369	3024	286
1370	3025	284
1371	3028	282
1372	3030	280
1373	3033	278
1374	3035	275
1375	3037	273
1376	3039	271
1377	3041	269
1378	3043	267
1379	3046	264
1380	3048	262
1381	3050	260
1382	3052	258
1383	3054	256
1384	3057	253
1385	3059	251
1386	3061	249
1387	3063	247
1388	3065	244
1389	3068	242
1390	3070	240
1391	3072	238
1392	3074	236
1393	3076	233
1394	3078	231
1395	3080	229
1396	3083	227
1397	3085	225
1398	3087	222
1399	3089	220
1400	3091	218
1401	3093	216
1402	3095	214
1403	3098	211
1404	3100	209
1405	3102	207
1406	3104	205
1407	3106	202
1408	3108	200
1409	3110	198
1410	3113	196
1411	3115	194
1412	3118	191
1413	3120	189
1414	3122	187
1415	3125	185
1416	3127	183
1417	3129	180
1418	3131	178
1419	3133	176
1420	3135	174
1421	3137	172
1422	3139	169
1423	3142	167
1424	3144	165
1425	3147	163
1426	3149	161
1427	3151	158
1428	3154	156
1429	3156	154
1430	3158	152
1431	3161	150
1432	3163	147
1433	3166	145
1434	3168	143
1435	3171	141
1436	3176	139
1437	3178	137
1438	3180	134
1439	3182	132
1440	3184	130
1441	3187	128
1442	3189	125
1443	3191	123
1444	3193	121
1445	3196	119
1446	3198	117
1447	3200	114
1448	3203	112
1449	3206	110
1450	3208	108
1451	3211	106
1452	3213	103
1453	3215	101
1454	3217	99
1455	3219	97
1456	3221	95
1457	3223	92
1458	3226	90
1459	3228	88
1460	3230	86
1461	3232	84
1462	3234	81
1463	3237	79
1464	3240	77
1465	3244	75
1466	3248	73
1467	3250	70
1468	3253	68
1469	3256	66
1470	3258	64
1471	3260	62
1472	3262	59
1473	3264	57
1474	3267	55
1475	3269	53
1476	3271	50
1477	3273	48
1478	3275	46
1479	3277	44
1480	3279	42
1481	3281	39
1482	3284	37
1483	3287	35
1484	3289	33
1485	3291	31
1486	3293	28
1487	3295	26
1488	3298	24
1489	3300	22
1490	3302	19
1491	3304	17
1492	3306	15
1493	3313	13
1494	3316	11
1495	3318	8
1496	3320	6
1497	3322	4
1498	3324	2
1499	3327	0
