iter	RMSE
177	17131.42905
178	17088.67757
179	17047.48264
180	17018.91374
181	17003.23879
182	16988.27975
183	16974.00095
184	16954.66072
185	16910.81669
186	16863.40187
187	16841.79277
188	16806.73861
189	16790.1187
190	16777.77433
191	16765.9659
192	16737.25534
193	16725.27498
194	16714.72945
195	16676.71687
196	16666.71854
197	16655.30374
198	16615.00008
199	16580.45507
200	16561.9351
201	16555.17949
202	16549.00122
203	16505.92711
204	16472.08733
205	16465.93605
206	16433.74068
207	16396.97694
208	16373.70989
209	16336.51434
210	16330.90902
211	16325.18664
212	16286.89618
213	16247.73985
214	16207.22444
215	16201.81304
216	16195.26162
217	16174.67192
218	16139.13284
219	16112.52496
220	16104.1717
221	16071.64461
222	16066.52621
223	16035.70541
224	16030.75958
225	16003.23378
226	15998.4913
227	15995.69098
228	15988.55753
229	15959.44954
230	15937.07522
231	15905.44827
232	15900.37379
233	15893.63802
234	15870.57156
235	15836.79465
236	15810.29296
237	15794.01069
238	15788.70562
239	15763.34164
240	15749.70917
241	15730.64091
242	15701.29257
243	15691.21415
244	15676.63616
245	15673.46004
246	15669.61805
247	15641.77307
248	15638.71818
249	15635.72248
250	15612.57222
251	15609.61436
252	15600.67364
253	15594.22553
254	15581.46312
255	15578.59157
256	15572.44741
257	15555.8137
258	15552.42271
259	15550.31144
260	15540.50359
261	15538.47164
262	15530.47907
263	15514.03974
264	15508.3397
265	15502.86775
266	15495.29754
267	15454.07835
268	15426.86473
269	15404.91301
270	15379.59569
271	15375.55261
272	15373.70404
273	15368.60917
274	15347.34089
275	15340.5359
276	15332.98355
277	15324.32954
278	15299.26278
279	15280.86219
280	15256.21969
281	15252.76708
282	15232.01607
283	15229.6
284	15214.54968
285	15193.44387
286	15167.25607
287	15151.2758
288	15144.35264
289	15142.71608
290	15115.74487
291	15088.8014
292	15079.0068
293	15052.68845
294	15030.5422
295	15008.06181
296	15006.53517
297	14991.91784
298	14977.11184
299	14955.56512
300	14954.11192
301	14927.17546
302	14925.84677
303	14914.97485
304	14908.61817
305	14886.62205
306	14874.21814
307	14869.33396
308	14841.22341
309	14835.2818
310	14823.71505
311	14806.87051
312	14804.79664
313	14762.50526
314	14760.4826
315	14749.87792
316	14724.92233
317	14723.57232
318	14721.71195
319	14714.46622
320	14708.03864
321	14668.31035
322	14652.6642
323	14646.54772
324	14627.66677
325	14626.49362
326	14621.94047
327	14605.08424
328	14596.49934
329	14591.14937
330	14570.30918
331	14556.08058
332	14552.33841
333	14550.74147
334	14519.63642
335	14504.71646
336	14500.41853
337	14480.59803
338	14476.43271
339	14451.79319
340	14432.10435
341	14428.25153
342	14396.09847
343	14392.93734
344	14378.95758
345	14356.0515
346	14341.23937
347	14328.23261
348	14317.13644
349	14313.82569
350	14298.43354
351	14290.97797
352	14269.35759
353	14261.31746
354	14236.93151
355	14204.30559
356	14178.89626
357	14174.29551
358	14165.07288
359	14162.1809
360	14142.43846
361	14112.69267
362	14087.73174
363	14076.75716
364	14069.98199
365	14067.73501
366	14057.65663
367	14055.33312
368	14052.62838
369	14044.24224
370	14021.61721
371	14006.76138
372	14002.28017
373	14000.20565
374	13988.02596
375	13982.17477
376	13973.60343
377	13968.18259
378	13954.09872
379	13952.50026
380	13942.70692
381	13928.37619
382	13912.72717
383	13909.50667
384	13876.00876
385	13868.85011
386	13852.43314
387	13831.05551
388	13821.69691
389	13806.76504
390	13801.99715
391	13785.82326
392	13780.14439
393	13768.35152
394	13758.75938
395	13756.9125
396	13726.04364
397	13723.96562
398	13721.75967
399	13716.65348
400	13711.03639
401	13696.07035
402	13684.10651
403	13661.10131
404	13656.04955
405	13634.94882
406	13617.21919
407	13614.11281
408	13597.7559
409	13596.58206
410	13595.31606
411	13592.00487
412	13583.34338
413	13575.01557
414	13562.45085
415	13554.38547
416	13551.98829
417	13543.5169
418	13523.25743
419	13516.11091
420	13515.19125
421	13512.28941
422	13502.49058
423	13483.72712
424	13478.67225
425	13476.06291
426	13469.7765
427	13468.02444
428	13460.67269
429	13452.716
430	13445.29707
431	13428.2143
432	13421.24968
433	13403.42991
434	13400.05887
435	13390.91734
436	13376.16219
437	13371.13106
438	13360.8117
439	13342.62957
440	13333.08929
441	13316.43719
442	13294.19901
443	13290.31254
444	13288.85237
445	13271.68985
446	13252.82763
447	13237.64495
448	13229.09519
449	13221.18245
450	13207.0669
451	13198.2706
452	13177.47235
453	13167.0828
454	13159.53785
455	13140.38407
456	13122.63564
457	13107.84544
458	13106.64487
459	13103.54066
460	13101.15377
461	13101.00753
462	13095.0263
463	13088.09232
464	13076.92889
465	13065.4406
466	13047.11395
467	13039.26229
468	13031.32887
469	13007.44649
470	12999.56471
471	12991.03032
472	12972.73921
473	12964.06094
474	12959.28394
475	12953.7295
476	12951.29011
477	12934.8659
478	12931.51704
479	12923.19987
480	12907.68771
481	12906.84316
482	12893.17219
483	12881.63658
484	12880.68231
485	12875.97354
486	12866.79198
487	12863.02326
488	12848.76719
489	12848.17848
490	12841.358
491	12831.88238
492	12816.41379
493	12809.07248
494	12806.46683
495	12785.59305
496	12775.19826
497	12774.1927
498	12767.09851
499	12762.68927
500	12753.86388
501	12752.88256
502	12752.57038
503	12736.94219
504	12727.33069
505	12725.06897
506	12716.18193
507	12705.47474
508	12693.22037
509	12680.89517
510	12679.48946
511	12669.3011
512	12652.22892
513	12648.75284
514	12644.51307
515	12637.92552
516	12634.70728
517	12629.93152
518	12626.46124
519	12622.62242
520	12608.75907
521	12605.63031
522	12596.08543
523	12593.78322
524	12579.10673
525	12571.04254
526	12568.85999
527	12563.48948
528	12551.11603
529	12541.78149
530	12530.72737
531	12525.99996
532	12516.28244
533	12514.87381
534	12512.7571
535	12511.40256
536	12501.19377
537	12499.00994
538	12497.703
539	12493.08564
540	12481.93974
541	12469.9972
542	12461.75481
543	12449.56095
544	12424.2366
545	12423.57403
546	12414.79116
547	12403.01088
548	12395.74665
549	12393.63534
550	12386.83572
551	12379.17526
552	12378.54283
553	12375.79789
554	12373.76303
555	12366.26925
556	12349.21222
557	12346.84306
558	12344.6031
559	12332.81814
560	12322.8323
561	12305.20212
562	12294.67596
563	12290.45713
564	12288.5235
565	12274.82078
566	12272.62411
567	12267.74471
568	12257.7526
569	12252.91847
570	12245.97038
571	12237.70687
572	12230.14089
573	12224.93853
574	12223.37116
575	12222.02916
576	12207.61829
577	12205.07717
578	12200.00403
579	12194.95626
580	12193.63182
581	12184.65222
582	12170.85505
583	12168.87682
584	12162.66999
585	12159.95315
586	12154.40751
587	12148.99966
588	12137.54146
589	12126.87647
590	12125.59559
591	12119.17798
592	12117.27842
593	12111.93757
594	12105.48826
595	12104.35579
596	12096.47189
597	12091.80581
598	12087.7857
599	12078.26348
600	12073.20308
601	12066.11987
602	12059.49911
603	12047.79732
604	12034.65169
605	12023.35525
606	12012.68617
607	12001.77749
608	11990.39197
609	11977.4651
610	11969.41227
611	11966.98383
612	11959.30303
613	11950.1712
614	11934.77729
615	11928.63336
616	11925.63254
617	11918.548
618	11910.49054
619	11898.05463
620	11894.28054
621	11880.90587
622	11870.93531
623	11858.68416
624	11857.91459
625	11852.70929
626	11851.4441
627	11843.26554
628	11839.84556
629	11830.5252
630	11816.16261
631	11805.70825
632	11804.98414
633	11803.3908
634	11799.6639
635	11793.32211
636	11785.45079
637	11784.83882
638	11781.40593
639	11776.83076
640	11774.88534
641	11763.14738
642	11759.7849
643	11750.30926
644	11749.87941
645	11749.07127
646	11744.40127
647	11738.18142
648	11736.47165
649	11729.25652
650	11722.14934
651	11709.29322
652	11696.8483
653	11695.24983
654	11691.4244
655	11680.01853
656	11679.34362
657	11665.59444
658	11662.1813
659	11658.88699
660	11657.56069
661	11650.61586
662	11648.61092
663	11647.26668
664	11644.75297
665	11643.30632
666	11636.67105
667	11630.43701
668	11627.40054
669	11626.20009
670	11624.37742
671	11617.84616
672	11615.17033
673	11611.12257
674	11606.3975
675	11602.15285
676	11591.67871
677	11590.87668
678	11589.04468
679	11588.40765
680	11584.65412
681	11583.26702
682	11574.40288
683	11555.49469
684	11553.3135
685	11544.85449
686	11530.2205
687	11519.45662
688	11506.81936
689	11506.21899
690	11497.94026
691	11495.20482
692	11494.25154
693	11487.48287
694	11484.50439
695	11479.92376
696	11470.499
697	11467.33492
698	11462.36856
699	11458.50989
700	11455.55634
701	11453.41088
702	11437.59152
703	11426.28591
704	11423.22907
705	11407.6096
706	11391.77399
707	11389.54608
708	11388.36418
709	11384.39273
710	11368.46253
711	11367.21637
712	11355.79294
713	11351.13173
714	11340.4502
715	11328.53916
716	11327.04288
717	11318.54963
718	11314.87676
719	11312.63088
720	11305.63022
721	11302.92832
722	11290.98035
723	11286.7721
724	11281.00805
725	11272.30597
726	11270.41381
727	11265.11289
728	11260.93954
729	11258.39646
730	11254.80401
731	11253.18347
732	11247.5796
733	11242.7237
734	11240.06885
735	11236.53718
736	11235.47958
737	11226.60839
738	11225.54343
739	11221.27509
740	11208.37646
741	11204.40488
742	11197.44821
743	11192.12895
744	11185.02974
745	11180.47079
746	11176.86362
747	11163.84545
748	11161.8571
749	11149.68962
750	11149.00689
751	11147.7818
752	11136.66703
753	11131.78947
754	11131.01873
755	11130.0149
756	11128.3546
757	11124.8967
758	11122.55783
759	11116.14391
760	11114.69599
761	11110.00746
762	11097.89944
763	11096.52562
764	11095.3351
765	11088.39656
766	11087.06891
767	11084.13329
768	11079.59157
769	11072.25905
770	11069.93018
771	11060.35183
772	11055.26673
773	11044.45849
774	11036.129
775	11029.75369
776	11027.11783
777	11021.27991
778	11020.26735
779	11013.05955
780	11005.11822
781	11003.1217
782	10999.39789
783	10992.47846
784	10989.5472
785	10981.29859
786	10970.09139
787	10969.18211
788	10968.09735
789	10966.12301
790	10960.66866
791	10952.24888
792	10947.35124
793	10942.22392
794	10934.25638
795	10932.35672
796	10931.5915
797	10913.25768
798	10912.59612
799	10909.46662
800	10908.33177
801	10907.19774
802	10906.20194
803	10896.40196
804	10887.49415
805	10886.42665
806	10883.42724
807	10869.31106
808	10867.50155
809	10861.50423
810	10859.70287
811	10857.92911
812	10854.43787
813	10845.62247
814	10834.46937
815	10823.74871
816	10817.2017
817	10812.59396
818	10808.26651
819	10807.2102
820	10805.15181
821	10788.61237
822	10786.22352
823	10781.72988
824	10766.60439
825	10761.099
826	10758.63831
827	10751.03086
828	10738.87108
829	10734.47597
830	10727.04227
831	10721.64984
832	10721.60053
833	10713.7956
834	10711.41092
835	10708.27719
836	10696.30258
837	10689.31303
838	10684.57825
839	10681.28841
840	10677.46421
841	10670.69815
842	10665.85698
843	10665.14145
844	10662.50999
845	10661.68312
846	10656.79438
847	10656.46815
848	10656.21296
849	10646.48404
850	10640.26577
851	10632.47369
852	10630.83794
853	10619.75256
854	10615.57483
855	10612.88323
856	10606.34842
857	10605.55931
858	10598.94605
859	10594.39119
860	10593.45323
861	10586.91064
862	10585.82616
863	10583.79754
864	10581.75011
865	10580.59587
866	10579.58919
867	10575.7606
868	10567.89195
869	10566.40403
870	10559.68046
871	10555.68954
872	10553.42777
873	10549.91673
874	10539.64851
875	10530.18454
876	10528.50865
877	10522.87685
878	10512.89269
879	10504.8524
880	10502.82428
881	10502.11786
882	10494.77967
883	10479.48941
884	10475.15486
885	10469.70836
886	10466.08633
887	10460.115
888	10459.16947
889	10457.80168
890	10453.40083
891	10450.01436
892	10444.56841
893	10442.24554
894	10439.2553
895	10436.66809
896	10431.68142
897	10427.81146
898	10421.47995
899	10418.08282
900	10415.2332
901	10408.41868
902	10402.60129
903	10399.56927
904	10390.63058
905	10383.4075
906	10376.91082
907	10376.15234
908	10373.46456
909	10372.62693
910	10371.57934
911	10364.54829
912	10362.09897
913	10351.28647
914	10344.49705
915	10340.51348
916	10336.64529
917	10331.35599
918	10330.38126
919	10329.96741
920	10320.56726
921	10314.5593
922	10312.59007
923	10311.78346
924	10309.08971
925	10302.80041
926	10295.10763
927	10291.95033
928	10289.91094
929	10289.22007
930	10285.60099
931	10279.29046
932	10278.44546
933	10274.20398
934	10271.76832
935	10269.90879
936	10266.26732
937	10258.14807
938	10248.8035
939	10248.23269
940	10247.39732
941	10238.04334
942	10235.10473
943	10230.70649
944	10229.95998
945	10216.37365
946	10215.02901
947	10207.33618
948	10205.51807
949	10198.56874
950	10197.41813
951	10189.30754
952	10186.52264
953	10181.96601
954	10167.66671
955	10164.77945
956	10159.51173
957	10158.84351
958	10157.35196
959	10153.81815
960	10151.31045
961	10146.89422
962	10144.84066
963	10143.05495
964	10139.65123
965	10133.95998
966	10127.21115
967	10125.04074
968	10120.38088
969	10116.45855
970	10115.68916
971	10107.8887
972	10105.73326
973	10102.65502
974	10101.60876
975	10096.69856
976	10089.72232
977	10087.0739
978	10086.3904
979	10086.10914
980	10078.90683
981	10072.71354
982	10068.89796
983	10061.68436
984	10058.06314
985	10052.75743
986	10051.24769
987	10049.96044
988	10045.27794
989	10038.49312
990	10033.99841
991	10026.24211
992	10025.61928
993	10020.18758
994	10019.10545
995	10011.91951
996	10005.70643
997	10003.4711
998	10002.29108
999	9998.431025
1000	9992.781942
1001	9987.903577
1002	9987.298311
1003	9980.336971
1004	9972.540251
1005	9966.336967
1006	9958.768232
1007	9952.845628
1008	9951.784475
1009	9951.538228
1010	9943.35691
1011	9932.468237
1012	9927.160906
1013	9926.266591
1014	9919.780448
1015	9907.204533
1016	9903.857586
1017	9903.101064
1018	9900.480408
1019	9894.301098
1020	9893.330438
1021	9886.644306
1022	9878.611903
1023	9877.450125
1024	9871.344817
1025	9870.757463
1026	9863.951535
1027	9852.642286
1028	9852.382357
1029	9851.303072
1030	9848.811992
1031	9846.935308
1032	9845.885731
1033	9844.603499
1034	9838.038226
1035	9832.146496
1036	9830.792295
1037	9824.57716
1038	9822.94188
1039	9813.115941
1040	9799.405915
1041	9792.980389
1042	9792.231283
1043	9788.099647
1044	9781.866448
1045	9779.178088
1046	9778.504602
1047	9775.621129
1048	9773.042486
1049	9769.266734
1050	9767.230696
1051	9758.914478
1052	9757.001212
1053	9756.052209
1054	9753.692811
1055	9746.308791
1056	9737.286768
1057	9735.629585
1058	9726.516496
1059	9725.986955
1060	9723.697204
1061	9718.981005
1062	9713.814363
1063	9710.643011
1064	9705.860861
1065	9701.070237
1066	9696.184971
1067	9693.046948
1068	9690.917423
1069	9690.49682
1070	9689.159395
1071	9687.982596
1072	9679.143373
1073	9672.493482
1074	9670.966129
1075	9663.39406
1076	9660.205112
1077	9656.842824
1078	9655.849093
1079	9650.354859
1080	9648.523632
1081	9641.750138
1082	9637.79236
1083	9636.900664
1084	9631.30089
1085	9624.027387
1086	9623.321353
1087	9619.786707
1088	9617.381676
1089	9610.836701
1090	9608.944156
1091	9607.566637
1092	9601.364626
1093	9600.686408
1094	9600.088538
1095	9598.428385
1096	9596.420908
1097	9593.780365
1098	9591.036961
1099	9586.067734
1100	9581.6347
1101	9577.771831
1102	9576.95254
1103	9575.334554
1104	9566.176088
1105	9563.939239
1106	9563.078572
1107	9562.492952
1108	9560.488279
1109	9560.041299
1110	9559.579057
1111	9558.827931
1112	9549.210793
1113	9541.911251
1114	9541.472589
1115	9539.94139
1116	9528.360334
1117	9525.323496
1118	9524.866282
1119	9524.597587
1120	9524.305545
1121	9523.563221
1122	9515.159476
1123	9512.915102
1124	9512.157613
1125	9506.443184
1126	9503.870564
1127	9503.662137
1128	9499.042503
1129	9493.240845
1130	9487.290739
1131	9486.635009
1132	9485.197713
1133	9482.36786
1134	9479.655156
1135	9478.526131
1136	9475.335937
1137	9468.866035
1138	9460.470115
1139	9459.903814
1140	9455.068445
1141	9451.581512
1142	9448.443135
1143	9443.211269
1144	9442.348227
1145	9441.736349
1146	9431.840774
1147	9427.617313
1148	9422.891122
1149	9419.986927
1150	9417.89039
1151	9414.177325
1152	9405.561585
1153	9404.579867
1154	9400.557534
1155	9400.145256
1156	9399.170079
1157	9392.352932
1158	9385.361391
1159	9382.419698
1160	9374.36659
1161	9373.519799
1162	9371.469378
1163	9370.955456
1164	9370.431003
1165	9369.962881
1166	9362.079207
1167	9357.175081
1168	9356.645399
1169	9353.747584
1170	9350.067421
1171	9347.348481
1172	9345.823313
1173	9344.562037
1174	9337.271658
1175	9330.970642
1176	9328.691728
1177	9327.271961
1178	9321.81653
1179	9315.457611
1180	9310.134938
1181	9306.759455
1182	9306.04182
1183	9304.652296
1184	9304.107658
1185	9299.078274
1186	9296.534616
1187	9291.645738
1188	9288.506769
1189	9284.029179
1190	9280.493815
1191	9271.880982
1192	9269.929937
1193	9266.995079
1194	9264.909626
1195	9264.081891
1196	9260.191613
1197	9253.31646
1198	9252.560742
1199	9249.769511
1200	9249.428903
1201	9245.290245
1202	9241.744504
1203	9239.220945
1204	9237.823953
1205	9237.429355
1206	9229.214985
1207	9221.232017
1208	9219.574483
1209	9217.545331
1210	9215.109779
1211	9204.528283
1212	9201.502782
1213	9199.513163
1214	9195.710857
1215	9191.680728
1216	9188.539867
1217	9188.125258
1218	9183.944176
1219	9179.37632
1220	9178.206218
1221	9177.676306
1222	9176.71613
1223	9174.148151
1224	9169.104097
1225	9160.818486
1226	9160.645039
1227	9155.86326
1228	9154.421987
1229	9153.826216
1230	9147.234721
1231	9147.082303
1232	9143.758344
1233	9141.360632
1234	9140.499631
1235	9139.334194
1236	9139.034927
1237	9136.609625
1238	9127.414058
1239	9126.581832
1240	9121.281254
1241	9120.766778
1242	9118.524727
1243	9117.117923
1244	9111.577476
1245	9107.114749
1246	9105.45985
1247	9104.97065
1248	9102.613283
1249	9095.569378
1250	9089.359917
1251	9084.165948
1252	9080.369338
1253	9078.790561
1254	9068.487349
1255	9063.194779
1256	9058.552794
1257	9057.102063
1258	9046.744046
1259	9044.516738
1260	9044.138062
1261	9043.459141
1262	9039.824073
1263	9036.15503
1264	9035.871981
1265	9031.576819
1266	9026.662895
1267	9022.393011
1268	9019.829714
1269	9017.334861
1270	9014.75203
1271	9014.379009
1272	9013.41146
1273	9012.43826
1274	9010.628092
1275	9010.369618
1276	9003.310653
1277	8999.988538
1278	8998.763143
1279	8990.048095
1280	8987.17819
1281	8982.358294
1282	8978.471966
1283	8971.294631
1284	8971.034642
1285	8963.156169
1286	8962.439011
1287	8958.524614
1288	8957.072651
1289	8951.237541
1290	8945.996047
1291	8941.020627
1292	8934.354369
1293	8931.969065
1294	8929.584187
1295	8925.206528
1296	8918.347058
1297	8911.123471
1298	8909.035805
1299	8907.901558
1300	8895.624017
1301	8893.256576
1302	8891.548675
1303	8890.479893
1304	8887.544298
1305	8886.965145
1306	8882.475342
1307	8878.707183
1308	8875.334119
1309	8869.366006
1310	8857.221662
1311	8851.635711
1312	8851.246599
1313	8848.609764
1314	8848.316708
1315	8848.052506
1316	8847.805638
1317	8847.218259
1318	8845.976304
1319	8845.085734
1320	8842.596322
1321	8840.47541
1322	8836.374248
1323	8826.486137
1324	8824.145433
1325	8823.980493
1326	8818.040745
1327	8814.625318
1328	8809.97846
1329	8808.647666
1330	8807.201598
1331	8804.352556
1332	8801.811665
1333	8797.885255
1334	8795.387424
1335	8793.776959
1336	8790.661728
1337	8790.282607
1338	8785.871033
1339	8779.175964
1340	8773.211607
1341	8768.464056
1342	8766.929947
1343	8763.533548
1344	8761.519498
1345	8760.876949
1346	8760.385544
1347	8758.358046
1348	8756.621685
1349	8753.083512
1350	8747.342009
1351	8738.150779
1352	8736.728398
1353	8733.945335
1354	8733.103599
1355	8730.820394
1356	8729.393893
1357	8727.927466
1358	8725.969403
1359	8723.34461
1360	8720.785601
1361	8718.159934
1362	8717.5124
1363	8715.759293
1364	8712.459233
1365	8710.827445
1366	8704.518156
1367	8701.907661
1368	8701.013178
1369	8692.817419
1370	8689.628644
1371	8689.198685
1372	8684.266702
1373	8675.228652
1374	8674.670941
1375	8667.155154
1376	8666.619299
1377	8665.163866
1378	8664.82636
1379	8661.45309
1380	8659.99406
1381	8658.00564
1382	8655.925558
1383	8654.186457
1384	8653.234902
1385	8645.641879
1386	8644.95793
1387	8643.70473
1388	8639.428223
1389	8635.123455
1390	8626.252289
1391	8624.771875
1392	8620.765802
1393	8619.086514
1394	8617.959517
1395	8616.887038
1396	8615.141702
1397	8609.960574
1398	8605.708479
1399	8601.30386
1400	8600.802932
1401	8598.179058
1402	8597.735587
1403	8597.110012
1404	8595.657728
1405	8588.353216
1406	8586.746278
1407	8584.748856
1408	8574.080895
1409	8564.276264
1410	8556.163771
1411	8554.18103
1412	8553.749979
1413	8550.772469
1414	8547.98104
1415	8541.84257
1416	8538.636285
1417	8528.562334
1418	8526.389552
1419	8526.019666
1420	8518.494449
1421	8513.39672
1422	8503.78323
1423	8501.021381
1424	8500.492462
1425	8500.210039
1426	8499.958313
1427	8498.544522
1428	8498.036359
1429	8492.571543
1430	8488.017905
1431	8483.589966
1432	8481.691305
1433	8476.98599
1434	8475.506191
1435	8472.866585
1436	8470.508968
1437	8468.559042
1438	8464.055408
1439	8463.588052
1440	8463.096392
1441	8460.846468
1442	8454.994548
1443	8446.686183
1444	8446.12883
1445	8445.294363
1446	8441.748679
1447	8440.081976
1448	8435.753337
1449	8435.194654
1450	8432.846422
1451	8431.40867
1452	8430.722077
1453	8427.457854
1454	8427.289742
1455	8425.366401
1456	8421.731428
1457	8419.513445
1458	8414.739342
1459	8409.464616
1460	8403.794623
1461	8402.201709
1462	8398.178246
1463	8388.902774
1464	8387.543666
1465	8387.284638
1466	8385.283336
1467	8381.838077
1468	8381.089587
1469	8375.22103
1470	8371.403541
1471	8364.228958
1472	8362.25534
1473	8362.150183
1474	8359.120657
1475	8357.38325
1476	8352.755461
1477	8350.228538
1478	8348.519022
1479	8345.209526
1480	8344.683565
1481	8337.415291
1482	8336.765768
1483	8336.358649
1484	8326.939333
1485	8321.885218
1486	8318.445882
1487	8317.806617
1488	8315.152645
1489	8310.620007
1490	8303.712272
1491	8297.393389
1492	8296.134534
1493	8294.48131
1494	8293.79085
1495	8293.64402
1496	8290.221522
1497	8288.351099
1498	8285.448578
1499	8282.057916
